Instrument,date,yield,year
1-Year Treasury Bond,15jun2012,.18000001,2012
1-Year Treasury Bond,18jun2012,.18000001,2012
1-Year Treasury Bond,19jun2012,.18000001,2012
1-Year Treasury Bond,20jun2012,.2,2012
1-Year Treasury Bond,21jun2012,.19,2012
1-Year Treasury Bond,22jun2012,.19,2012
1-Year Treasury Bond,25jun2012,.19,2012
1-Year Treasury Bond,26jun2012,.20999999,2012
1-Year Treasury Bond,27jun2012,.20999999,2012
1-Year Treasury Bond,28jun2012,.22,2012
1-Year Treasury Bond,29jun2012,.20999999,2012
1-Year Treasury Bond,02jul2012,.20999999,2012
1-Year Treasury Bond,03jul2012,.20999999,2012
1-Year Treasury Bond,05jul2012,.19,2012
1-Year Treasury Bond,06jul2012,.2,2012
1-Year Treasury Bond,09jul2012,.2,2012
1-Year Treasury Bond,10jul2012,.2,2012
1-Year Treasury Bond,11jul2012,.2,2012
1-Year Treasury Bond,12jul2012,.2,2012
1-Year Treasury Bond,13jul2012,.2,2012
1-Year Treasury Bond,16jul2012,.18000001,2012
1-Year Treasury Bond,17jul2012,.18000001,2012
1-Year Treasury Bond,18jul2012,.18000001,2012
1-Year Treasury Bond,19jul2012,.17,2012
1-Year Treasury Bond,20jul2012,.17,2012
1-Year Treasury Bond,23jul2012,.17,2012
1-Year Treasury Bond,24jul2012,.18000001,2012
1-Year Treasury Bond,25jul2012,.17,2012
1-Year Treasury Bond,26jul2012,.18000001,2012
1-Year Treasury Bond,27jul2012,.17,2012
1-Year Treasury Bond,30jul2012,.18000001,2012
1-Year Treasury Bond,31jul2012,.16,2012
1-Year Treasury Bond,01aug2012,.17,2012
1-Year Treasury Bond,02aug2012,.17,2012
1-Year Treasury Bond,03aug2012,.16,2012
1-Year Treasury Bond,06aug2012,.16,2012
1-Year Treasury Bond,07aug2012,.19,2012
1-Year Treasury Bond,08aug2012,.19,2012
1-Year Treasury Bond,09aug2012,.2,2012
1-Year Treasury Bond,10aug2012,.18000001,2012
1-Year Treasury Bond,13aug2012,.19,2012
1-Year Treasury Bond,14aug2012,.19,2012
1-Year Treasury Bond,15aug2012,.19,2012
1-Year Treasury Bond,16aug2012,.2,2012
1-Year Treasury Bond,17aug2012,.2,2012
1-Year Treasury Bond,20aug2012,.19,2012
1-Year Treasury Bond,21aug2012,.2,2012
1-Year Treasury Bond,22aug2012,.19,2012
1-Year Treasury Bond,23aug2012,.19,2012
1-Year Treasury Bond,24aug2012,.19,2012
1-Year Treasury Bond,27aug2012,.18000001,2012
1-Year Treasury Bond,28aug2012,.18000001,2012
1-Year Treasury Bond,29aug2012,.18000001,2012
1-Year Treasury Bond,30aug2012,.17,2012
1-Year Treasury Bond,31aug2012,.16,2012
1-Year Treasury Bond,04sep2012,.16,2012
1-Year Treasury Bond,05sep2012,.17,2012
1-Year Treasury Bond,06sep2012,.18000001,2012
1-Year Treasury Bond,07sep2012,.18000001,2012
1-Year Treasury Bond,10sep2012,.18000001,2012
1-Year Treasury Bond,11sep2012,.18000001,2012
1-Year Treasury Bond,12sep2012,.18000001,2012
1-Year Treasury Bond,13sep2012,.17,2012
1-Year Treasury Bond,14sep2012,.18000001,2012
1-Year Treasury Bond,17sep2012,.18000001,2012
1-Year Treasury Bond,18sep2012,.18000001,2012
1-Year Treasury Bond,19sep2012,.18000001,2012
1-Year Treasury Bond,20sep2012,.18000001,2012
1-Year Treasury Bond,21sep2012,.18000001,2012
1-Year Treasury Bond,24sep2012,.18000001,2012
1-Year Treasury Bond,25sep2012,.18000001,2012
1-Year Treasury Bond,26sep2012,.17,2012
1-Year Treasury Bond,27sep2012,.16,2012
1-Year Treasury Bond,28sep2012,.17,2012
1-Year Treasury Bond,01oct2012,.17,2012
1-Year Treasury Bond,02oct2012,.16,2012
1-Year Treasury Bond,03oct2012,.16,2012
1-Year Treasury Bond,04oct2012,.18000001,2012
1-Year Treasury Bond,05oct2012,.18000001,2012
1-Year Treasury Bond,09oct2012,.18000001,2012
1-Year Treasury Bond,10oct2012,.18000001,2012
1-Year Treasury Bond,11oct2012,.18000001,2012
1-Year Treasury Bond,12oct2012,.18000001,2012
1-Year Treasury Bond,15oct2012,.19,2012
1-Year Treasury Bond,16oct2012,.18000001,2012
1-Year Treasury Bond,17oct2012,.18000001,2012
1-Year Treasury Bond,18oct2012,.18000001,2012
1-Year Treasury Bond,19oct2012,.18000001,2012
1-Year Treasury Bond,22oct2012,.19,2012
1-Year Treasury Bond,23oct2012,.18000001,2012
1-Year Treasury Bond,24oct2012,.18000001,2012
1-Year Treasury Bond,25oct2012,.19,2012
1-Year Treasury Bond,26oct2012,.19,2012
1-Year Treasury Bond,29oct2012,.18000001,2012
1-Year Treasury Bond,31oct2012,.18000001,2012
1-Year Treasury Bond,01nov2012,.18000001,2012
1-Year Treasury Bond,02nov2012,.19,2012
1-Year Treasury Bond,05nov2012,.19,2012
1-Year Treasury Bond,06nov2012,.19,2012
1-Year Treasury Bond,07nov2012,.18000001,2012
1-Year Treasury Bond,08nov2012,.2,2012
1-Year Treasury Bond,09nov2012,.18000001,2012
1-Year Treasury Bond,13nov2012,.18000001,2012
1-Year Treasury Bond,14nov2012,.18000001,2012
1-Year Treasury Bond,15nov2012,.17,2012
1-Year Treasury Bond,16nov2012,.16,2012
1-Year Treasury Bond,19nov2012,.16,2012
1-Year Treasury Bond,20nov2012,.16,2012
1-Year Treasury Bond,21nov2012,.17,2012
1-Year Treasury Bond,23nov2012,.19,2012
1-Year Treasury Bond,26nov2012,.17,2012
1-Year Treasury Bond,27nov2012,.18000001,2012
1-Year Treasury Bond,28nov2012,.18000001,2012
1-Year Treasury Bond,29nov2012,.18000001,2012
1-Year Treasury Bond,30nov2012,.18000001,2012
1-Year Treasury Bond,03dec2012,.18000001,2012
1-Year Treasury Bond,04dec2012,.18000001,2012
1-Year Treasury Bond,05dec2012,.18000001,2012
1-Year Treasury Bond,06dec2012,.18000001,2012
1-Year Treasury Bond,07dec2012,.18000001,2012
1-Year Treasury Bond,10dec2012,.18000001,2012
1-Year Treasury Bond,11dec2012,.16,2012
1-Year Treasury Bond,12dec2012,.14,2012
1-Year Treasury Bond,13dec2012,.14,2012
1-Year Treasury Bond,14dec2012,.13,2012
1-Year Treasury Bond,17dec2012,.13,2012
1-Year Treasury Bond,18dec2012,.16,2012
1-Year Treasury Bond,19dec2012,.15000001,2012
1-Year Treasury Bond,20dec2012,.15000001,2012
1-Year Treasury Bond,21dec2012,.15000001,2012
1-Year Treasury Bond,24dec2012,.16,2012
1-Year Treasury Bond,26dec2012,.16,2012
1-Year Treasury Bond,27dec2012,.15000001,2012
1-Year Treasury Bond,28dec2012,.15000001,2012
1-Year Treasury Bond,31dec2012,.16,2012
1-Year Treasury Bond,02jan2013,.15000001,2013
1-Year Treasury Bond,03jan2013,.15000001,2013
1-Year Treasury Bond,04jan2013,.15000001,2013
1-Year Treasury Bond,07jan2013,.15000001,2013
1-Year Treasury Bond,08jan2013,.14,2013
1-Year Treasury Bond,09jan2013,.13,2013
1-Year Treasury Bond,10jan2013,.14,2013
1-Year Treasury Bond,11jan2013,.14,2013
1-Year Treasury Bond,14jan2013,.14,2013
1-Year Treasury Bond,15jan2013,.14,2013
1-Year Treasury Bond,16jan2013,.14,2013
1-Year Treasury Bond,17jan2013,.14,2013
1-Year Treasury Bond,18jan2013,.14,2013
1-Year Treasury Bond,22jan2013,.14,2013
1-Year Treasury Bond,23jan2013,.15000001,2013
1-Year Treasury Bond,24jan2013,.15000001,2013
1-Year Treasury Bond,25jan2013,.15000001,2013
1-Year Treasury Bond,28jan2013,.16,2013
1-Year Treasury Bond,29jan2013,.15000001,2013
1-Year Treasury Bond,30jan2013,.15000001,2013
1-Year Treasury Bond,31jan2013,.15000001,2013
1-Year Treasury Bond,01feb2013,.15000001,2013
1-Year Treasury Bond,04feb2013,.15000001,2013
1-Year Treasury Bond,05feb2013,.15000001,2013
1-Year Treasury Bond,06feb2013,.15000001,2013
1-Year Treasury Bond,07feb2013,.15000001,2013
1-Year Treasury Bond,08feb2013,.14,2013
1-Year Treasury Bond,11feb2013,.15000001,2013
1-Year Treasury Bond,12feb2013,.14,2013
1-Year Treasury Bond,13feb2013,.15000001,2013
1-Year Treasury Bond,14feb2013,.16,2013
1-Year Treasury Bond,15feb2013,.17,2013
1-Year Treasury Bond,19feb2013,.17,2013
1-Year Treasury Bond,20feb2013,.17,2013
1-Year Treasury Bond,21feb2013,.16,2013
1-Year Treasury Bond,22feb2013,.16,2013
1-Year Treasury Bond,25feb2013,.16,2013
1-Year Treasury Bond,26feb2013,.17,2013
1-Year Treasury Bond,27feb2013,.17,2013
1-Year Treasury Bond,28feb2013,.17,2013
1-Year Treasury Bond,01mar2013,.16,2013
1-Year Treasury Bond,04mar2013,.16,2013
1-Year Treasury Bond,05mar2013,.15000001,2013
1-Year Treasury Bond,06mar2013,.15000001,2013
1-Year Treasury Bond,07mar2013,.15000001,2013
1-Year Treasury Bond,08mar2013,.15000001,2013
1-Year Treasury Bond,11mar2013,.15000001,2013
1-Year Treasury Bond,12mar2013,.15000001,2013
1-Year Treasury Bond,13mar2013,.15000001,2013
1-Year Treasury Bond,14mar2013,.15000001,2013
1-Year Treasury Bond,15mar2013,.14,2013
1-Year Treasury Bond,18mar2013,.15000001,2013
1-Year Treasury Bond,19mar2013,.15000001,2013
1-Year Treasury Bond,20mar2013,.15000001,2013
1-Year Treasury Bond,21mar2013,.14,2013
1-Year Treasury Bond,22mar2013,.14,2013
1-Year Treasury Bond,25mar2013,.14,2013
1-Year Treasury Bond,26mar2013,.14,2013
1-Year Treasury Bond,27mar2013,.14,2013
1-Year Treasury Bond,28mar2013,.14,2013
1-Year Treasury Bond,01apr2013,.14,2013
1-Year Treasury Bond,02apr2013,.14,2013
1-Year Treasury Bond,03apr2013,.13,2013
1-Year Treasury Bond,04apr2013,.13,2013
1-Year Treasury Bond,05apr2013,.13,2013
1-Year Treasury Bond,08apr2013,.13,2013
1-Year Treasury Bond,09apr2013,.13,2013
1-Year Treasury Bond,10apr2013,.12,2013
1-Year Treasury Bond,11apr2013,.12,2013
1-Year Treasury Bond,12apr2013,.11,2013
1-Year Treasury Bond,15apr2013,.12,2013
1-Year Treasury Bond,16apr2013,.13,2013
1-Year Treasury Bond,17apr2013,.13,2013
1-Year Treasury Bond,18apr2013,.12,2013
1-Year Treasury Bond,19apr2013,.12,2013
1-Year Treasury Bond,22apr2013,.12,2013
1-Year Treasury Bond,23apr2013,.12,2013
1-Year Treasury Bond,24apr2013,.13,2013
1-Year Treasury Bond,25apr2013,.12,2013
1-Year Treasury Bond,26apr2013,.12,2013
1-Year Treasury Bond,29apr2013,.12,2013
1-Year Treasury Bond,30apr2013,.11,2013
1-Year Treasury Bond,01may2013,.11,2013
1-Year Treasury Bond,02may2013,.11,2013
1-Year Treasury Bond,03may2013,.11,2013
1-Year Treasury Bond,06may2013,.11,2013
1-Year Treasury Bond,07may2013,.1,2013
1-Year Treasury Bond,08may2013,.11,2013
1-Year Treasury Bond,09may2013,.11,2013
1-Year Treasury Bond,10may2013,.11,2013
1-Year Treasury Bond,13may2013,.13,2013
1-Year Treasury Bond,14may2013,.12,2013
1-Year Treasury Bond,15may2013,.12,2013
1-Year Treasury Bond,16may2013,.12,2013
1-Year Treasury Bond,17may2013,.12,2013
1-Year Treasury Bond,20may2013,.12,2013
1-Year Treasury Bond,21may2013,.12,2013
1-Year Treasury Bond,22may2013,.11,2013
1-Year Treasury Bond,23may2013,.12,2013
1-Year Treasury Bond,24may2013,.12,2013
1-Year Treasury Bond,28may2013,.13,2013
1-Year Treasury Bond,29may2013,.14,2013
1-Year Treasury Bond,30may2013,.13,2013
1-Year Treasury Bond,31may2013,.14,2013
1-Year Treasury Bond,03jun2013,.14,2013
1-Year Treasury Bond,04jun2013,.14,2013
1-Year Treasury Bond,05jun2013,.14,2013
1-Year Treasury Bond,06jun2013,.14,2013
1-Year Treasury Bond,07jun2013,.14,2013
1-Year Treasury Bond,10jun2013,.14,2013
1-Year Treasury Bond,11jun2013,.14,2013
1-Year Treasury Bond,12jun2013,.14,2013
1-Year Treasury Bond,13jun2013,.14,2013
1-Year Treasury Bond,14jun2013,.13,2013
1-Year Treasury Bond,17jun2013,.13,2013
1-Year Treasury Bond,18jun2013,.13,2013
1-Year Treasury Bond,19jun2013,.13,2013
1-Year Treasury Bond,20jun2013,.14,2013
1-Year Treasury Bond,21jun2013,.13,2013
1-Year Treasury Bond,24jun2013,.16,2013
1-Year Treasury Bond,25jun2013,.17,2013
1-Year Treasury Bond,26jun2013,.16,2013
1-Year Treasury Bond,27jun2013,.15000001,2013
1-Year Treasury Bond,28jun2013,.15000001,2013
1-Year Treasury Bond,01jul2013,.15000001,2013
1-Year Treasury Bond,02jul2013,.14,2013
1-Year Treasury Bond,03jul2013,.14,2013
1-Year Treasury Bond,05jul2013,.15000001,2013
1-Year Treasury Bond,08jul2013,.14,2013
1-Year Treasury Bond,09jul2013,.14,2013
1-Year Treasury Bond,10jul2013,.13,2013
1-Year Treasury Bond,11jul2013,.13,2013
1-Year Treasury Bond,12jul2013,.12,2013
1-Year Treasury Bond,15jul2013,.11,2013
1-Year Treasury Bond,16jul2013,.1,2013
1-Year Treasury Bond,17jul2013,.11,2013
1-Year Treasury Bond,18jul2013,.11,2013
1-Year Treasury Bond,19jul2013,.11,2013
1-Year Treasury Bond,22jul2013,.1,2013
1-Year Treasury Bond,23jul2013,.12,2013
1-Year Treasury Bond,24jul2013,.12,2013
1-Year Treasury Bond,25jul2013,.12,2013
1-Year Treasury Bond,26jul2013,.11,2013
1-Year Treasury Bond,29jul2013,.11,2013
1-Year Treasury Bond,30jul2013,.11,2013
1-Year Treasury Bond,31jul2013,.11,2013
1-Year Treasury Bond,01aug2013,.13,2013
1-Year Treasury Bond,02aug2013,.11,2013
1-Year Treasury Bond,05aug2013,.12,2013
1-Year Treasury Bond,06aug2013,.12,2013
1-Year Treasury Bond,07aug2013,.12,2013
1-Year Treasury Bond,08aug2013,.12,2013
1-Year Treasury Bond,09aug2013,.11,2013
1-Year Treasury Bond,12aug2013,.12,2013
1-Year Treasury Bond,13aug2013,.12,2013
1-Year Treasury Bond,14aug2013,.12,2013
1-Year Treasury Bond,15aug2013,.13,2013
1-Year Treasury Bond,16aug2013,.13,2013
1-Year Treasury Bond,19aug2013,.13,2013
1-Year Treasury Bond,20aug2013,.13,2013
1-Year Treasury Bond,21aug2013,.14,2013
1-Year Treasury Bond,22aug2013,.14,2013
1-Year Treasury Bond,23aug2013,.14,2013
1-Year Treasury Bond,26aug2013,.13,2013
1-Year Treasury Bond,27aug2013,.12,2013
1-Year Treasury Bond,28aug2013,.14,2013
1-Year Treasury Bond,29aug2013,.14,2013
1-Year Treasury Bond,30aug2013,.13,2013
1-Year Treasury Bond,03sep2013,.14,2013
1-Year Treasury Bond,04sep2013,.14,2013
1-Year Treasury Bond,05sep2013,.16,2013
1-Year Treasury Bond,06sep2013,.14,2013
1-Year Treasury Bond,09sep2013,.12,2013
1-Year Treasury Bond,10sep2013,.13,2013
1-Year Treasury Bond,11sep2013,.12,2013
1-Year Treasury Bond,12sep2013,.13,2013
1-Year Treasury Bond,13sep2013,.13,2013
1-Year Treasury Bond,16sep2013,.13,2013
1-Year Treasury Bond,17sep2013,.12,2013
1-Year Treasury Bond,18sep2013,.11,2013
1-Year Treasury Bond,19sep2013,.1,2013
1-Year Treasury Bond,20sep2013,.11,2013
1-Year Treasury Bond,23sep2013,.1,2013
1-Year Treasury Bond,24sep2013,.1,2013
1-Year Treasury Bond,25sep2013,.1,2013
1-Year Treasury Bond,26sep2013,.090000004,2013
1-Year Treasury Bond,27sep2013,.1,2013
1-Year Treasury Bond,30sep2013,.1,2013
1-Year Treasury Bond,01oct2013,.1,2013
1-Year Treasury Bond,02oct2013,.11,2013
1-Year Treasury Bond,03oct2013,.11,2013
1-Year Treasury Bond,04oct2013,.11,2013
1-Year Treasury Bond,07oct2013,.12,2013
1-Year Treasury Bond,08oct2013,.15000001,2013
1-Year Treasury Bond,09oct2013,.15000001,2013
1-Year Treasury Bond,10oct2013,.14,2013
1-Year Treasury Bond,11oct2013,.14,2013
1-Year Treasury Bond,15oct2013,.16,2013
1-Year Treasury Bond,16oct2013,.15000001,2013
1-Year Treasury Bond,17oct2013,.13,2013
1-Year Treasury Bond,18oct2013,.12,2013
1-Year Treasury Bond,21oct2013,.11,2013
1-Year Treasury Bond,22oct2013,.1,2013
1-Year Treasury Bond,23oct2013,.11,2013
1-Year Treasury Bond,24oct2013,.12,2013
1-Year Treasury Bond,25oct2013,.11,2013
1-Year Treasury Bond,28oct2013,.11,2013
1-Year Treasury Bond,29oct2013,.11,2013
1-Year Treasury Bond,30oct2013,.11,2013
1-Year Treasury Bond,31oct2013,.1,2013
1-Year Treasury Bond,01nov2013,.1,2013
1-Year Treasury Bond,04nov2013,.090000004,2013
1-Year Treasury Bond,05nov2013,.1,2013
1-Year Treasury Bond,06nov2013,.11,2013
1-Year Treasury Bond,07nov2013,.11,2013
1-Year Treasury Bond,08nov2013,.12,2013
1-Year Treasury Bond,12nov2013,.13,2013
1-Year Treasury Bond,13nov2013,.13,2013
1-Year Treasury Bond,14nov2013,.13,2013
1-Year Treasury Bond,15nov2013,.13,2013
1-Year Treasury Bond,18nov2013,.13,2013
1-Year Treasury Bond,19nov2013,.14,2013
1-Year Treasury Bond,20nov2013,.12,2013
1-Year Treasury Bond,21nov2013,.12,2013
1-Year Treasury Bond,22nov2013,.12,2013
1-Year Treasury Bond,25nov2013,.14,2013
1-Year Treasury Bond,26nov2013,.13,2013
1-Year Treasury Bond,27nov2013,.13,2013
1-Year Treasury Bond,29nov2013,.13,2013
1-Year Treasury Bond,02dec2013,.13,2013
1-Year Treasury Bond,03dec2013,.13,2013
1-Year Treasury Bond,04dec2013,.14,2013
1-Year Treasury Bond,05dec2013,.13,2013
1-Year Treasury Bond,06dec2013,.13,2013
1-Year Treasury Bond,09dec2013,.13,2013
1-Year Treasury Bond,10dec2013,.14,2013
1-Year Treasury Bond,11dec2013,.13,2013
1-Year Treasury Bond,12dec2013,.14,2013
1-Year Treasury Bond,13dec2013,.14,2013
1-Year Treasury Bond,16dec2013,.13,2013
1-Year Treasury Bond,17dec2013,.14,2013
1-Year Treasury Bond,18dec2013,.13,2013
1-Year Treasury Bond,19dec2013,.13,2013
1-Year Treasury Bond,20dec2013,.13,2013
1-Year Treasury Bond,23dec2013,.14,2013
1-Year Treasury Bond,24dec2013,.14,2013
1-Year Treasury Bond,26dec2013,.13,2013
1-Year Treasury Bond,27dec2013,.12,2013
1-Year Treasury Bond,30dec2013,.13,2013
1-Year Treasury Bond,31dec2013,.13,2013
1-Year Treasury Bond,02jan2014,.13,2014
1-Year Treasury Bond,03jan2014,.13,2014
1-Year Treasury Bond,06jan2014,.12,2014
1-Year Treasury Bond,07jan2014,.13,2014
1-Year Treasury Bond,08jan2014,.13,2014
1-Year Treasury Bond,09jan2014,.13,2014
1-Year Treasury Bond,10jan2014,.12,2014
1-Year Treasury Bond,13jan2014,.11,2014
1-Year Treasury Bond,14jan2014,.11,2014
1-Year Treasury Bond,15jan2014,.13,2014
1-Year Treasury Bond,16jan2014,.11,2014
1-Year Treasury Bond,17jan2014,.11,2014
1-Year Treasury Bond,21jan2014,.12,2014
1-Year Treasury Bond,22jan2014,.11,2014
1-Year Treasury Bond,23jan2014,.11,2014
1-Year Treasury Bond,24jan2014,.11,2014
1-Year Treasury Bond,27jan2014,.11,2014
1-Year Treasury Bond,28jan2014,.11,2014
1-Year Treasury Bond,29jan2014,.11,2014
1-Year Treasury Bond,30jan2014,.1,2014
1-Year Treasury Bond,31jan2014,.1,2014
1-Year Treasury Bond,03feb2014,.11,2014
1-Year Treasury Bond,04feb2014,.12,2014
1-Year Treasury Bond,05feb2014,.12,2014
1-Year Treasury Bond,06feb2014,.13,2014
1-Year Treasury Bond,07feb2014,.12,2014
1-Year Treasury Bond,10feb2014,.12,2014
1-Year Treasury Bond,11feb2014,.12,2014
1-Year Treasury Bond,12feb2014,.12,2014
1-Year Treasury Bond,13feb2014,.12,2014
1-Year Treasury Bond,14feb2014,.11,2014
1-Year Treasury Bond,18feb2014,.12,2014
1-Year Treasury Bond,19feb2014,.11,2014
1-Year Treasury Bond,20feb2014,.12,2014
1-Year Treasury Bond,21feb2014,.12,2014
1-Year Treasury Bond,24feb2014,.11,2014
1-Year Treasury Bond,25feb2014,.11,2014
1-Year Treasury Bond,26feb2014,.11,2014
1-Year Treasury Bond,27feb2014,.11,2014
1-Year Treasury Bond,28feb2014,.12,2014
1-Year Treasury Bond,03mar2014,.12,2014
1-Year Treasury Bond,04mar2014,.12,2014
1-Year Treasury Bond,05mar2014,.13,2014
1-Year Treasury Bond,06mar2014,.12,2014
1-Year Treasury Bond,07mar2014,.13,2014
1-Year Treasury Bond,10mar2014,.12,2014
1-Year Treasury Bond,11mar2014,.13,2014
1-Year Treasury Bond,12mar2014,.12,2014
1-Year Treasury Bond,13mar2014,.12,2014
1-Year Treasury Bond,14mar2014,.12,2014
1-Year Treasury Bond,17mar2014,.13,2014
1-Year Treasury Bond,18mar2014,.13,2014
1-Year Treasury Bond,19mar2014,.15000001,2014
1-Year Treasury Bond,20mar2014,.14,2014
1-Year Treasury Bond,21mar2014,.14,2014
1-Year Treasury Bond,24mar2014,.14,2014
1-Year Treasury Bond,25mar2014,.13,2014
1-Year Treasury Bond,26mar2014,.12,2014
1-Year Treasury Bond,27mar2014,.12,2014
1-Year Treasury Bond,28mar2014,.13,2014
1-Year Treasury Bond,31mar2014,.13,2014
1-Year Treasury Bond,01apr2014,.13,2014
1-Year Treasury Bond,02apr2014,.12,2014
1-Year Treasury Bond,03apr2014,.11,2014
1-Year Treasury Bond,04apr2014,.11,2014
1-Year Treasury Bond,07apr2014,.11,2014
1-Year Treasury Bond,08apr2014,.11,2014
1-Year Treasury Bond,09apr2014,.1,2014
1-Year Treasury Bond,10apr2014,.090000004,2014
1-Year Treasury Bond,11apr2014,.090000004,2014
1-Year Treasury Bond,14apr2014,.1,2014
1-Year Treasury Bond,15apr2014,.11,2014
1-Year Treasury Bond,16apr2014,.11,2014
1-Year Treasury Bond,17apr2014,.11,2014
1-Year Treasury Bond,21apr2014,.11,2014
1-Year Treasury Bond,22apr2014,.11,2014
1-Year Treasury Bond,23apr2014,.11,2014
1-Year Treasury Bond,24apr2014,.1,2014
1-Year Treasury Bond,25apr2014,.11,2014
1-Year Treasury Bond,28apr2014,.1,2014
1-Year Treasury Bond,29apr2014,.11,2014
1-Year Treasury Bond,30apr2014,.11,2014
1-Year Treasury Bond,01may2014,.1,2014
1-Year Treasury Bond,02may2014,.1,2014
1-Year Treasury Bond,05may2014,.11,2014
1-Year Treasury Bond,06may2014,.1,2014
1-Year Treasury Bond,07may2014,.1,2014
1-Year Treasury Bond,08may2014,.1,2014
1-Year Treasury Bond,09may2014,.1,2014
1-Year Treasury Bond,12may2014,.090000004,2014
1-Year Treasury Bond,13may2014,.1,2014
1-Year Treasury Bond,14may2014,.1,2014
1-Year Treasury Bond,15may2014,.090000004,2014
1-Year Treasury Bond,16may2014,.090000004,2014
1-Year Treasury Bond,19may2014,.090000004,2014
1-Year Treasury Bond,20may2014,.090000004,2014
1-Year Treasury Bond,21may2014,.090000004,2014
1-Year Treasury Bond,22may2014,.090000004,2014
1-Year Treasury Bond,23may2014,.1,2014
1-Year Treasury Bond,27may2014,.090000004,2014
1-Year Treasury Bond,28may2014,.1,2014
1-Year Treasury Bond,29may2014,.1,2014
1-Year Treasury Bond,30may2014,.1,2014
1-Year Treasury Bond,02jun2014,.1,2014
1-Year Treasury Bond,03jun2014,.1,2014
1-Year Treasury Bond,04jun2014,.1,2014
1-Year Treasury Bond,05jun2014,.1,2014
1-Year Treasury Bond,06jun2014,.11,2014
1-Year Treasury Bond,09jun2014,.11,2014
1-Year Treasury Bond,10jun2014,.11,2014
1-Year Treasury Bond,11jun2014,.11,2014
1-Year Treasury Bond,12jun2014,.1,2014
1-Year Treasury Bond,13jun2014,.11,2014
1-Year Treasury Bond,16jun2014,.11,2014
1-Year Treasury Bond,17jun2014,.11,2014
1-Year Treasury Bond,18jun2014,.1,2014
1-Year Treasury Bond,19jun2014,.090000004,2014
1-Year Treasury Bond,20jun2014,.090000004,2014
1-Year Treasury Bond,23jun2014,.1,2014
1-Year Treasury Bond,24jun2014,.12,2014
1-Year Treasury Bond,25jun2014,.11,2014
1-Year Treasury Bond,26jun2014,.11,2014
1-Year Treasury Bond,27jun2014,.1,2014
1-Year Treasury Bond,30jun2014,.11,2014
1-Year Treasury Bond,01jul2014,.11,2014
1-Year Treasury Bond,02jul2014,.12,2014
1-Year Treasury Bond,03jul2014,.11,2014
1-Year Treasury Bond,07jul2014,.12,2014
1-Year Treasury Bond,08jul2014,.11,2014
1-Year Treasury Bond,09jul2014,.11,2014
1-Year Treasury Bond,10jul2014,.1,2014
1-Year Treasury Bond,11jul2014,.11,2014
1-Year Treasury Bond,14jul2014,.11,2014
1-Year Treasury Bond,15jul2014,.11,2014
1-Year Treasury Bond,16jul2014,.11,2014
1-Year Treasury Bond,17jul2014,.1,2014
1-Year Treasury Bond,18jul2014,.1,2014
1-Year Treasury Bond,21jul2014,.11,2014
1-Year Treasury Bond,22jul2014,.11,2014
1-Year Treasury Bond,23jul2014,.11,2014
1-Year Treasury Bond,24jul2014,.11,2014
1-Year Treasury Bond,25jul2014,.11,2014
1-Year Treasury Bond,28jul2014,.11,2014
1-Year Treasury Bond,29jul2014,.12,2014
1-Year Treasury Bond,30jul2014,.13,2014
1-Year Treasury Bond,31jul2014,.12,2014
1-Year Treasury Bond,01aug2014,.13,2014
1-Year Treasury Bond,04aug2014,.12,2014
1-Year Treasury Bond,05aug2014,.12,2014
1-Year Treasury Bond,06aug2014,.11,2014
1-Year Treasury Bond,07aug2014,.11,2014
1-Year Treasury Bond,08aug2014,.1,2014
1-Year Treasury Bond,11aug2014,.1,2014
1-Year Treasury Bond,12aug2014,.1,2014
1-Year Treasury Bond,13aug2014,.1,2014
1-Year Treasury Bond,14aug2014,.1,2014
1-Year Treasury Bond,15aug2014,.090000004,2014
1-Year Treasury Bond,18aug2014,.1,2014
1-Year Treasury Bond,19aug2014,.11,2014
1-Year Treasury Bond,20aug2014,.12,2014
1-Year Treasury Bond,21aug2014,.1,2014
1-Year Treasury Bond,22aug2014,.1,2014
1-Year Treasury Bond,25aug2014,.11,2014
1-Year Treasury Bond,26aug2014,.12,2014
1-Year Treasury Bond,27aug2014,.11,2014
1-Year Treasury Bond,28aug2014,.11,2014
1-Year Treasury Bond,29aug2014,.090000004,2014
1-Year Treasury Bond,02sep2014,.1,2014
1-Year Treasury Bond,03sep2014,.11,2014
1-Year Treasury Bond,04sep2014,.1,2014
1-Year Treasury Bond,05sep2014,.1,2014
1-Year Treasury Bond,08sep2014,.1,2014
1-Year Treasury Bond,09sep2014,.11,2014
1-Year Treasury Bond,10sep2014,.11,2014
1-Year Treasury Bond,11sep2014,.11,2014
1-Year Treasury Bond,12sep2014,.11,2014
1-Year Treasury Bond,15sep2014,.11,2014
1-Year Treasury Bond,16sep2014,.13,2014
1-Year Treasury Bond,17sep2014,.12,2014
1-Year Treasury Bond,18sep2014,.12,2014
1-Year Treasury Bond,19sep2014,.11,2014
1-Year Treasury Bond,22sep2014,.1,2014
1-Year Treasury Bond,23sep2014,.1,2014
1-Year Treasury Bond,24sep2014,.11,2014
1-Year Treasury Bond,25sep2014,.1,2014
1-Year Treasury Bond,26sep2014,.11,2014
1-Year Treasury Bond,29sep2014,.11,2014
1-Year Treasury Bond,30sep2014,.13,2014
1-Year Treasury Bond,01oct2014,.1,2014
